query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
thrasher,thrasher,04428191-n,01587834-n,False,-1,False,False,False,0.0216,0.0643
threshing machine,thresher,04428191-n,04428191-n,True,1,True,True,True,0.0201,0.0398
throne,throne,04429376-n,00605023-n,False,2,False,True,True,0.0215,0.0653
tile roof,tile roof,04435653-n,04435653-n,True,1,True,True,True,0.0211,0.0511
toaster,toaster,04442312-n,10713502-n,False,2,False,True,True,0.0209,0.0679
tobacco shop,tobacco shop,04443257-n,04443257-n,True,1,True,True,True,0.0221,0.0686
tobacconist shop,tobacco shop,04443257-n,04443257-n,True,1,True,True,True,0.0212,0.0239
tobacconist,tobacconist,04443257-n,10713923-n,False,-1,False,False,False,0.0205,0.0133
toilet seat,toilet seat,04447861-n,04447861-n,True,1,True,True,True,0.0202,0.0534
torch,torch,04456115-n,04456115-n,True,1,True,True,True,0.0212,0.0645
totem pole,totem pole,04458633-n,04458633-n,True,1,True,True,True,0.0209,0.0712
tow truck,tow truck,04461696-n,04461696-n,True,1,True,True,True,0.0209,0.0499
tow car,tow,04461696-n,00115292-n,False,2,False,True,True,0.0204,0.0254
wrecker,wrecker,04461696-n,10792856-n,False,-1,False,False,False,0.0205,0.0624
toyshop,toyshop,04462240-n,04462240-n,True,1,True,True,True,0.0203,0.0405
tractor,tractor,04465501-n,04465501-n,True,1,True,True,True,0.0201,0.0759
trailer truck,trailer truck,04467665-n,04467665-n,True,1,True,True,True,0.0433,0.03
tractor trailer,tractor,04467665-n,04465666-n,False,3,False,True,True,0.033,0.0208
trucking rig,trucking company,04467665-n,08004210-n,False,-1,False,False,False,0.0508,0.0494
rig,rig,04467665-n,04091097-n,False,-1,False,False,False,0.0448,0.0403
articulated lorry,lorry,04467665-n,03690473-n,False,-1,False,False,False,0.0341,0.0383
semi,semiformal,04467665-n,01043746-s,False,-1,False,False,False,0.0204,0.0522
tray,tray,04476259-n,04476259-n,True,1,True,True,True,0.0205,0.0621
trench coat,trench coat,04479046-n,04479046-n,True,1,True,True,True,0.0203,0.0216
tricycle,tricycle,04482393-n,04482393-n,True,1,True,True,True,0.0217,0.0474
trike,tricycle,04482393-n,04482393-n,True,1,True,True,True,0.0203,0.0266
velocipede,velocipede,04482393-n,04524716-n,False,-1,False,False,False,0.0227,0.0567
trimaran,trimaran,04483307-n,04483307-n,True,1,True,True,True,0.0197,0.0614
tripod,tripod,04485082-n,04485082-n,True,1,True,True,True,0.0301,0.0896
triumphal arch,triumphal arch,04486054-n,04486054-n,True,1,True,True,True,0.0334,0.0529
trolleybus,trolleybus,04487081-n,04487081-n,True,1,True,True,True,0.0219,0.0005
trolley coach,coach,04487081-n,03055670-n,False,2,False,True,True,0.021,0.0279
trackless trolley,trolleybus,04487081-n,04487081-n,True,1,True,True,True,0.0211,0.0248
trombone,trombone,04487394-n,04487394-n,True,1,True,True,True,0.0251,0.046
tub,tub,04493381-n,13770926-n,False,2,False,True,True,0.0115,0.0005
vat,VAT,04493381-n,13316722-n,False,-1,False,False,False,0.0248,0.0892
turnstile,turnstile,04501370-n,04501370-n,True,1,True,True,True,0.0447,0.078
typewriter keyboard,typewriter keyboard,04505470-n,04505470-n,True,1,True,True,True,0.0422,0.0383
umbrella,umbrella,04507155-n,00829918-n,False,3,False,True,True,0.0209,0.0595
unicycle,unicycle,04509417-n,04509417-n,True,1,True,True,True,0.0217,0.0685
monocycle,monocline,04509417-n,09357447-n,False,-1,False,False,False,0.0207,0.0633
upright,upright,04515003-n,04515129-n,False,2,False,True,True,0.0203,0.0603
upright piano,upright,04515003-n,04515003-n,True,1,True,True,True,0.0204,0.0112
vacuum,vacuum,04517823-n,04517823-n,True,1,True,True,True,0.0224,0.0467
vacuum cleaner,vacuum,04517823-n,04517823-n,True,1,True,True,True,0.0223,0.0381
vase,vase,04522168-n,04522168-n,True,1,True,True,True,0.0232,0.0675
vault,vault,04523525-n,04523525-n,True,1,True,True,True,0.0203,0.0595
velvet,velvet,04525038-n,04525038-n,True,1,True,True,True,0.021,0.0577
vending machine,vending machine,04525305-n,04525305-n,True,1,True,True,True,0.0204,0.0427
vestment,vestment,04532106-n,04532106-n,True,1,True,True,True,0.0204,0.0472
viaduct,viaduct,04532670-n,04532670-n,True,1,True,True,True,0.0219,0.0542
violin,violinist,04536866-n,10754578-n,False,2,False,True,True,0.0215,0.054
fiddle,second fiddle,04536866-n,00721929-n,False,-1,False,False,False,0.0204,0.0465
volleyball,volleyball,04540053-n,00480211-n,False,2,False,True,True,0.0205,0.059
waffle iron,waffle iron,04542943-n,04542943-n,True,1,True,True,True,0.0206,0.057
wall clock,wall clock,04548280-n,04548280-n,True,1,True,True,True,0.0205,0.0431
wallet,wallet,04548362-n,04548362-n,True,1,True,True,True,0.0209,0.0427
billfold,bill,04548362-n,02838958-n,False,-1,False,False,False,0.0198,0.0664
notecase,note,04548362-n,06626286-n,False,-1,False,False,False,0.0211,0.0559
pocketbook,pocketbook,04548362-n,03973170-n,False,-1,False,False,False,0.0208,0.0259
wardrobe,wardrobe,04550184-n,04550546-n,False,3,False,True,True,0.0222,0.0558
closet,closet,04550184-n,03049457-n,False,-1,False,False,False,0.0221,0.012
press,press,04550184-n,00113113-n,False,-1,False,False,False,0.0222,0.0584
warplane,warplane,04552348-n,04552348-n,True,1,True,True,True,0.0199,0.0651
military plane,reconnaissance plane,04552348-n,04062644-n,False,-1,False,False,False,0.0211,0.0506
washbasin,washbasin,04553703-n,04553920-n,False,2,False,True,True,0.02,0.0681
handbasin,washbasin,04553703-n,04553703-n,True,1,True,True,True,0.0213,0.0448
washbowl,wash,04553703-n,00255710-n,False,-1,False,False,False,0.0202,0.0595
lavabo,lava,04553703-n,14930989-n,False,-1,False,False,False,0.0258,0.0711
wash-hand basin,washbasin,04553703-n,04553703-n,True,1,True,True,True,0.0222,0.0393
washer,washer,04554684-n,10768903-n,False,2,False,True,True,0.0216,0.0504
automatic washer,washer,04554684-n,04554684-n,True,1,True,True,True,0.02,0.026
washing machine,washer,04554684-n,04554684-n,True,1,True,True,True,0.0226,0.0113
water bottle,water bottle,04557648-n,04557648-n,True,1,True,True,True,0.0205,0.027
water jug,water jug,04560804-n,04560804-n,True,1,True,True,True,0.0213,0.0595
water tower,water tower,04562935-n,04562935-n,True,1,True,True,True,0.0204,0.0539
whiskey jug,whiskey jug,04579145-n,04579145-n,True,1,True,True,True,0.02,0.0373
whistle,whistle,04579432-n,06806098-n,False,-1,False,False,False,0.0214,0.0607
wig,wig,04584207-n,04584207-n,True,1,True,True,True,0.0265,0.084
window screen,window screen,04589890-n,04589890-n,True,1,True,True,True,0.0396,0.0698
window shade,window shade,04590129-n,04590129-n,True,1,True,True,True,0.0205,0.027
Windsor tie,Windsor tie,04591157-n,04591157-n,True,1,True,True,True,0.0207,0.0661
wine bottle,wine bottle,04591713-n,04591713-n,True,1,True,True,True,0.0205,0.0202
wing,wing,04592741-n,07648549-n,False,-1,False,False,False,0.0201,0.0606
wok,wok,04596742-n,04596742-n,True,1,True,True,True,0.0206,0.0681
wooden spoon,wooden spoon,04597913-n,04597913-n,True,1,True,True,True,0.0198,0.075
wool,wool,04599235-n,04599235-n,True,1,True,True,True,0.0215,0.0604
woolen,wool,04599235-n,01899593-n,False,3,False,True,True,0.0205,0.0005
woollen,wool,04599235-n,04599235-n,True,1,True,True,True,0.0202,0.0109
worm fence,worm fence,04604644-n,04604644-n,True,1,True,True,True,0.0209,0.0338
snake fence,fence,04604644-n,03327234-n,False,-1,False,False,False,0.0203,0.0269
snake-rail fence,rail fence,04604644-n,04046974-n,False,-1,False,False,False,0.0205,0.0005
Virginia fence,fence,04604644-n,03327234-n,False,-1,False,False,False,0.0204,0.0122
wreck,wreck,04606251-n,14423870-n,False,2,False,True,True,0.0201,0.033
yawl,yawl,04612504-n,04612504-n,True,1,True,True,True,0.0279,0.086
yurt,yurt,04613696-n,04613696-n,True,1,True,True,True,0.0445,0.0919
web site,web site,06359193-n,06359193-n,True,1,True,True,True,0.0426,0.0711
website,web site,06359193-n,06359193-n,True,1,True,True,True,0.0224,0.0145
internet site,web site,06359193-n,06359193-n,True,1,True,True,True,0.0204,0.0007
site,portal site,06359193-n,06359657-n,False,3,False,True,True,0.0204,0.0124
comic book,comic book,06596364-n,06596364-n,True,1,True,True,True,0.0205,0.06
crossword puzzle,crossword puzzle,06785654-n,06785654-n,True,1,True,True,True,0.0209,0.0613
crossword,crossword puzzle,06785654-n,06785654-n,True,1,True,True,True,0.0216,0.0235
street sign,street sign,06794110-n,06794110-n,True,1,True,True,True,0.0199,0.0567
traffic light,traffic light,06874185-n,06874185-n,True,1,True,True,True,0.0206,0.0627
traffic signal,traffic light,06874185-n,06874185-n,True,1,True,True,True,0.0212,0.0233
stoplight,stoplight,06874185-n,07265990-n,False,-1,False,False,False,0.0238,0.0813
book jacket,book jacket,07248320-n,07248320-n,True,1,True,True,True,0.0444,0.0498
dust cover,dust cover,07248320-n,03258456-n,False,-1,False,False,False,0.0212,0.0375
dust jacket,dust,07248320-n,14839846-n,False,-1,False,False,False,0.0202,0.0141
dust wrapper,dust cover,07248320-n,03258577-n,False,-1,False,False,False,0.0197,0.0005
menu,menu,07565083-n,06493392-n,False,4,False,False,True,0.0201,0.0502
plate,plate,07579787-n,07579787-n,True,1,True,True,True,0.022,0.0381
guacamole,guacamole,07583066-n,07583066-n,True,1,True,True,True,0.0203,0.042
consomme,consomme,07584110-n,07584110-n,True,1,True,True,True,0.0209,0.068
hot pot,hot pot,07590611-n,07590611-n,True,1,True,True,True,0.0245,0.0317
hotpot,hot pot,07590611-n,07590611-n,True,1,True,True,True,0.0214,0.0453
trifle,trifler,07613480-n,10729330-n,False,2,False,True,True,0.0217,0.0297
ice cream,ice cream,07614500-n,07614500-n,True,1,True,True,True,0.0211,0.0627
icecream,ice,07614500-n,07614198-n,False,-1,False,False,False,0.0212,0.024
ice lolly,ice lolly,07615774-n,07615774-n,True,1,True,True,True,0.0227,0.0485
lolly,ice lolly,07615774-n,07615774-n,True,1,True,True,True,0.0204,0.047
lollipop,lollipop,07615774-n,07607605-n,False,-1,False,False,False,0.0207,0.0265
popsicle,popcorn ball,07615774-n,07608721-n,False,-1,False,False,False,0.0212,0.0488
French loaf,French loaf,07684084-n,07684084-n,True,1,True,True,True,0.0247,0.032
bagel,bagel,07693725-n,07693725-n,True,1,True,True,True,0.0203,0.0628
beigel,beige,07693725-n,04973291-n,False,-1,False,False,False,0.0202,0.0461
pretzel,pretzel,07695742-n,07695742-n,True,1,True,True,True,0.0207,0.0647
cheeseburger,cheeseburger,07697313-n,07697313-n,True,1,True,True,True,0.0202,0.0673
hotdog,hotdog,07697537-n,10187710-n,False,2,False,True,True,0.0208,0.077
hot dog,hotdog,07697537-n,10187710-n,False,2,False,True,True,0.0267,0.0009
red hot,red-hot,07697537-n,01249768-s,False,-1,False,False,False,0.0216,0.0539
mashed potato,mashed potato,07711569-n,07711569-n,True,1,True,True,True,0.0228,0.0595
head cabbage,head cabbage,07714571-n,07714571-n,True,1,True,True,True,0.0217,0.0752
broccoli,broccoli,07714990-n,11876803-n,False,2,False,True,True,0.0212,0.0717
cauliflower,cauliflower,07715103-n,11876634-n,False,2,False,True,True,0.0213,0.0562
zucchini,zucchini,07716358-n,07716358-n,True,1,True,True,True,0.0218,0.0802
courgette,couverture,07716358-n,07603930-n,False,-1,False,False,False,0.0215,0.0618
spaghetti squash,spaghetti squash,07716906-n,12160303-n,False,2,False,True,True,0.0205,0.053
acorn squash,acorn squash,07717410-n,12160857-n,False,2,False,True,True,0.0207,0.0721
butternut squash,butternut squash,07717556-n,12161744-n,False,2,False,True,True,0.0218,0.0787
cucumber,cucumber,07718472-n,07718472-n,True,1,True,True,True,0.0293,0.0329
cuke,cusk,07718472-n,07778810-n,False,-1,False,False,False,0.0352,0.0718
artichoke,artichoke,07718747-n,07718747-n,True,1,True,True,True,0.0439,0.0779
globe artichoke,artichoke,07718747-n,11959632-n,False,2,False,True,True,0.0219,0.0005
bell pepper,bell pepper,07720875-n,07720875-n,True,1,True,True,True,0.0235,0.072
cardoon,cardoon,07730033-n,07730033-n,True,1,True,True,True,0.0197,0.0622
mushroom,mushroom,07734744-n,11442073-n,False,-1,False,False,False,0.0206,0.0702
Granny Smith,Granny Smith,07742313-n,07742313-n,True,1,True,True,True,0.0313,0.065
strawberry,strawberry,07745940-n,07745940-n,True,1,True,True,True,0.0447,0.0739
orange,orange,07747607-n,04965179-n,False,3,False,True,True,0.0428,0.0608
lemon,lemon,07749582-n,07749582-n,True,1,True,True,True,0.0225,0.0667
fig,fig,07753113-n,07753113-n,True,1,True,True,True,0.0209,0.0712
pineapple,pineapple,07753275-n,07753275-n,True,1,True,True,True,0.0207,0.0692
ananas,Ananas,07753275-n,12607198-n,False,-1,False,False,False,0.0218,0.0653
banana,banana,07753592-n,12352287-n,False,2,False,True,True,0.0199,0.0662
jackfruit,jackfruit,07754684-n,07754684-n,True,1,True,True,True,0.0198,0.0685
jak,jab,07754684-n,00135952-n,False,-1,False,False,False,0.0211,0.0542
jack,man jack,07754684-n,10291730-n,False,-1,False,False,False,0.0228,0.0358
custard apple,custard apple,07760859-n,11693981-n,False,2,False,True,True,0.0221,0.0696
pomegranate,pomegranate,07768694-n,12345280-n,False,2,False,True,True,0.0237,0.072
hay,haymow,07802026-n,13775939-n,False,2,False,True,True,0.0209,0.0626
carbonara,carbonara,07831146-n,07831146-n,True,1,True,True,True,0.0212,0.066
chocolate sauce,chocolate sauce,07836838-n,07836838-n,True,1,True,True,True,0.0209,0.0618
chocolate syrup,syrup,07836838-n,07859583-n,False,-1,False,False,False,0.0205,0.0527
dough,dough,07860988-n,07860988-n,True,1,True,True,True,0.0221,0.0708
meat loaf,meat loaf,07871810-n,07871810-n,True,1,True,True,True,0.0221,0.0144
meatloaf,meat loaf,07871810-n,07871810-n,True,1,True,True,True,0.0216,0.0397
pizza,cheese pizza,07873807-n,07874259-n,False,2,False,True,True,0.0327,0.0691
pizza pie,pizza,07873807-n,07873807-n,True,1,True,True,True,0.021,0.0513
potpie,potpie,07875152-n,07875152-n,True,1,True,True,True,0.0207,0.0626
burrito,burrito,07880968-n,07880968-n,True,1,True,True,True,0.0209,0.0663
red wine,wine,07892512-n,04964162-n,False,2,False,True,True,0.0204,0.0414
espresso,espresso,07920052-n,07920052-n,True,1,True,True,True,0.0198,0.0005
cup,cup,07930864-n,03147901-n,False,3,False,True,True,0.0218,0.0244
eggnog,eggnog,07932039-n,07932039-n,True,1,True,True,True,0.0239,0.0753
alp,alp,09193705-n,09193705-n,True,1,True,True,True,0.0218,0.0579
bubble,bubble,09229709-n,05896379-n,False,-1,False,False,False,0.0201,0.0567
cliff,cliff,09246464-n,09246464-n,True,1,True,True,True,0.0206,0.0125
drop,drop,09246464-n,00327366-n,False,-1,False,False,False,0.0335,0.0571
drop-off,drop-off charge,09246464-n,13321338-n,False,-1,False,False,False,0.0364,0.0435
coral reef,reef,09256479-n,09406793-n,False,2,False,True,True,0.0329,0.0632
geyser,geyser,09288635-n,09288635-n,True,1,True,True,True,0.0215,0.0938
lakeside,lakeside,09332890-n,09332890-n,True,1,True,True,True,0.0228,0.0507
lakeshore,lake,09332890-n,09328904-n,False,3,False,True,True,0.0218,0.0331
promontory,promontory,09399592-n,09399592-n,True,1,True,True,True,0.0202,0.0612
headland,Wayland,09399592-n,09585218-n,False,-1,False,False,False,0.0201,0.0614
head,head,09399592-n,08664184-n,False,-1,False,False,False,0.0329,0.0461
foreland,foreland,09399592-n,09283767-n,False,-1,False,False,False,0.022,0.0499
sandbar,sandbar,09421951-n,09421951-n,True,1,True,True,True,0.0208,0.0542
sand bar,sandbar,09421951-n,09421951-n,True,1,True,True,True,0.0201,0.0334
seashore,seashore,09428293-n,09428293-n,True,1,True,True,True,0.0257,0.0301
coast,coast,09428293-n,05934029-n,False,-1,False,False,False,0.0204,0.0529
seacoast,landfall,09428293-n,09335693-n,False,-1,False,False,False,0.0225,0.0752
sea-coast,coast,09428293-n,05934029-n,False,-1,False,False,False,0.0219,0.0312
valley,valley,09468604-n,09468604-n,True,1,True,True,True,0.0214,0.0638
vale,Valenciennes,09468604-n,08938478-n,False,-1,False,False,False,0.0208,0.0688
volcano,volcano,09472597-n,09472597-n,True,1,True,True,True,0.0213,0.0627
ballplayer,ballplayer,09835506-n,09835506-n,True,1,True,True,True,0.0217,0.0402
baseball player,pitcher,09835506-n,10435988-n,False,4,False,False,True,0.0215,0.0421
groom,groom,10148035-n,10148035-n,True,1,True,True,True,0.0226,0.0623
bridegroom,bride,10148035-n,09874725-n,False,-1,False,False,False,0.0212,0.057
scuba diver,diver,10565667-n,10019552-n,False,2,False,True,True,0.0194,0.064
rapeseed,rapeseed,11879895-n,11879895-n,True,1,True,True,True,0.02,0.0656
daisy,daisy,11939491-n,11939491-n,True,1,True,True,True,0.0199,0.0627
yellow lady's slipper,large yellow lady's slipper,12057211-n,12057447-n,False,2,False,True,True,0.0213,0.0837
yellow lady-slipper,large yellow lady's slipper,12057211-n,12057447-n,False,2,False,True,True,0.0221,0.0006
Cypripedium calceolus,cypripedia,12057211-n,12056099-n,False,-1,False,False,False,0.0225,0.0829
Cypripedium parviflorum,Cypripedium,12057211-n,12055839-n,False,-1,False,False,False,0.0232,0.0431
corn,corn,12144580-n,12144580-n,True,1,True,True,True,0.0203,0.0544
acorn,acorn,12267677-n,12267677-n,True,1,True,True,True,0.0248,0.0154
hip,hip,12620546-n,12620546-n,True,1,True,True,True,0.0205,0.0693
rose hip,hip,12620546-n,12620546-n,True,1,True,True,True,0.0222,0.0475
rosehip,rosette,12620546-n,04109899-n,False,-1,False,False,False,0.0205,0.043
buckeye,Ohio buckeye,12768682-n,12768933-n,False,4,False,False,True,0.0216,0.0683
horse chestnut,chestnut,12768682-n,02388735-n,False,-1,False,False,False,0.0202,0.0658
conker,conk,12768682-n,05598868-n,False,-1,False,False,False,0.0202,0.0384
coral fungus,coral fungus,12985857-n,12985857-n,True,1,True,True,True,0.0319,0.0689
agaric,agaric,12998815-n,12998815-n,True,1,True,True,True,0.021,0.0613
gyromitra,Gyromitra gigas,13037406-n,13038744-n,False,2,False,True,True,0.0289,0.0851
stinkhorn,stinkhorn,13040303-n,13040303-n,True,1,True,True,True,0.0228,0.0794
carrion fungus,coral fungus,13040303-n,12985857-n,False,-1,False,False,False,0.021,0.0271
earthstar,earthstar,13044778-n,13044778-n,True,1,True,True,True,0.0284,0.0803
hen-of-the-woods,hen-of-the-woods,13052670-n,13052670-n,True,1,True,True,True,0.0443,0.031
hen of the woods,hen-of-the-woods,13052670-n,13052670-n,True,1,True,True,True,0.0203,0.0006
Polyporus frondosus,Polyporus,13052670-n,13052431-n,False,-1,False,False,False,0.0219,0.068
Grifola frondosa,grugru,13052670-n,12583855-n,False,-1,False,False,False,0.0205,0.0393
bolete,bolete,13054560-n,13054560-n,True,1,True,True,True,0.0208,0.0596
ear,ear,13133613-n,05703205-n,False,4,False,False,True,0.0208,0.0617
spike,spike,13133613-n,04276404-n,False,-1,False,False,False,0.0209,0.0622
capitulum,capitulum,13133613-n,13133786-n,False,-1,False,False,False,0.0211,0.0648
toilet tissue,toilet tissue,15075141-n,15075141-n,True,1,True,True,True,0.0212,0.052
toilet paper,toilet tissue,15075141-n,15075141-n,True,1,True,True,True,0.0198,0.0351
bathroom tissue,toilet tissue,15075141-n,15075141-n,True,1,True,True,True,0.0211,0.0436
